begin
"57520";"广东休闲娱乐" ; "893" ; "广州" ; "番禺区" ; "广州市" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57520.html"
"57890";"民生剧院" ; "872" ; "上海" ; "长宁区" ; "淮海西路570号红坊艺术园区F座民生美术馆2F影像" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57890.html"
"57891";"上海名捷万丽酒店" ; "872" ; "上海" ; "普陀区" ; "普陀区铜川路50号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57891.html"
"57932";"上海婚礼中心-金色大厅" ; "872" ; "上海" ; "宝山区" ; "宝山区纪蕴路458号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57932.html"
"57937";"悦达889商业广场" ; "872" ; "上海" ; "静安区" ; "上海市静安区万航渡路889号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57937.html"
"57962";"上海保利大剧院" ; "872" ; "上海" ; "嘉定区" ; "上海市嘉定区白银路159号" ; "未知" ; " 未知" ; "12" ; "http://venue.damai.cn/venue_57962.html"
"57986";"上钢三厂" ; "872" ; "上海" ; "浦东新区" ; "龙滨路18号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57986.html"
"57990";"上海奉贤星火开发区明城路" ; "872" ; "上海" ; "奉贤区" ; "上海奉贤星火开发区明城路" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57990.html"
"57995";"半岛湾文化创意园" ; "872" ; "上海" ; "虹口区" ; "哈尔滨路155号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57995.html"
"57996";"JOJO真人密室游戏馆" ; "872" ; "上海" ; "普陀区" ; "上海市普陀区长寿路457号2楼" ; "未知" ; " 未知" ; "1" ; "http://venue.damai.cn/venue_57996.html"
"58035";"上海久光百货" ; "872" ; "上海" ; "静安区" ; "上海市静安区南京西路1618号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58035.html"
"58039";"上海环球金融中心" ; "872" ; "上海" ; "浦东新区" ; "浦东新区世纪大道100号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58039.html"
"110";"香港迪斯尼乐园" ; "848" ; "香港" ; "中西区" ; "大嶼山欣澳" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_110.html"
"121";"香港大屿山东涌达东路11号" ; "848" ; "香港" ; "中西区" ; "香港大屿山东涌达东路11号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_121.html"
"124";"香港海洋公园" ; "848" ; "香港" ; "中西区" ; "位于香港南部香港仔海洋公园道" ; "未知" ; " 未知" ; "1" ; "http://venue.damai.cn/venue_124.html"
"227";"香港杜莎夫人蜡像馆" ; "848" ; "香港" ; "中西区" ; "香港山顶道128号凌霄阁" ; "娱乐休闲" ; " 儿童亲子" ; "1" ; "http://venue.damai.cn/venue_227.html"
"245";"香港体育馆" ; "848" ; "香港" ; "油尖旺区" ; "香港九龙油尖旺区红磡畅运道九号" ; "体育场馆" ; " 演唱会/体育比赛" ; "3" ; "http://venue.damai.cn/venue_245.html"
"363";"亚洲国际博览馆" ; "848" ; "香港" ; "中西区" ; "位处香港国际机场" ; "会展中心" ; " 魔术马戏" ; "0" ; "http://venue.damai.cn/venue_363.html"
"415";"香港浸会大学大学会堂" ; "848" ; "香港" ; "中西区" ; "香港九龙塘窝打老道224号" ; "多功能厅/其他" ; " 话剧" ; "0" ; "http://venue.damai.cn/venue_415.html"
"438";"迪士尼好莱坞酒店/香港迪士尼乐园酒店" ; "848" ; "香港" ; "中西区" ; "香港迪士尼乐园酒店位于香港大屿山香港迪士尼度假区内" ; "酒店" ; " 儿童亲子" ; "0" ; "http://venue.damai.cn/venue_438.html"
"463";"香港沙田马术场" ; "848" ; "香港" ; "中西区" ; "新界沙田源禾路25号香港体育学院" ; "体育场馆" ; " 魔术马戏" ; "0" ; "http://venue.damai.cn/venue_463.html"
"464";"香港双鱼河马术场" ; "848" ; "香港" ; "中西区" ; "双鱼河乡村会所--新界上水双鱼河乡村会所 香港高尔夫球会--新界粉岭粉锦公路1号" ; "体育场馆" ; " 儿童亲子" ; "0" ; "http://venue.damai.cn/venue_464.html"
"665";"香港太平山顶凌霄阁" ; "848" ; "香港" ; "中西区" ; "凌霄阁位於香港岛的山顶区维多利亚山上（亦称太平山）" ; "景区" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_665.html"
"673";"元朗剧院" ; "848" ; "香港" ; "中西区" ; "元朗剧院毗邻元朗市中心，往返港九只需约35分钟。驾乘私家车更可直达剧院大门，省时方便。" ; "剧场" ; " 话剧/歌剧/舞蹈芭蕾" ; "0" ; "http://venue.damai.cn/venue_673.html"
"700";"香港文化中心(大剧院)" ; "848" ; "香港" ; "中西区" ; "香港文化中心 (大剧院)" ; "剧场" ; " 演唱会/音乐会/话剧" ; "0" ; "http://venue.damai.cn/venue_700.html"
"772";"香港文化中心 （音乐厅）" ; "848" ; "香港" ; "中西区" ; "香港文化中心 (音乐厅)" ; "剧场" ; " 音乐会" ; "0" ; "http://venue.damai.cn/venue_772.html"
"927";"香港演艺学院歌剧院" ; "848" ; "香港" ; "中西区" ; "香港演艺学院歌剧院" ; "剧场" ; " 音乐会/话剧/歌剧" ; "0" ; "http://venue.damai.cn/venue_927.html"
"1013";"香港亚洲国际博览馆" ; "848" ; "香港" ; "离岛区" ; "大屿山香港国际机场" ; "会展中心" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1013.html"
"1059";"香港国际展贸中心" ; "848" ; "香港" ; "九龙城区" ; "九龙湾展贸径一号" ; "会展中心" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1059.html"
"1307";"香港九龙湾国际展贸中心STAR HALL汇星" ; "848" ; "香港" ; "中西区" ; "九龙湾展贸径一号国际展贸中心" ; "会展中心/多功能厅/商业中心/娱乐休闲" ; " 演唱会/话剧/歌剧/戏曲综艺/魔术马戏" ; "6" ; "http://venue.damai.cn/venue_1307.html"
"1357";"九龙湾国际展贸中心三楼演讲厅" ; "848" ; "香港" ; "九龙城区" ; "九龙湾展贸径1号" ; "会展中心/多功能厅/其他" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1357.html"
"1419";"香港太平山顶" ; "848" ; "香港" ; "中西区" ; "香港岛的山顶区维多利亚山（亦称太平山）" ; "景区/公园/娱乐休闲" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1419.html"
"1458";"香港迪士尼好莱坞酒店" ; "848" ; "香港" ; "屯门区" ; "香港离岛大屿山迪士尼乐园度假区" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1458.html"
"52953";"伊利沙伯体育馆" ; "848" ; "香港" ; "新界区" ; "香港湾仔爱群道18號" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_52953.html"
"53286";"Hidden Agenda Live House" ; "848" ; "香港" ; "观塘区" ; "觀塘大業街25號高良工業大廈6樓" ; "Livehouse" ; " 演唱会/音乐会" ; "0" ; "http://venue.damai.cn/venue_53286.html"
"53431";"香港理工大學 賽馬會綜藝館 " ; "848" ; "香港" ; "荃湾区" ; "位于九龙红磡，座落于畅运道与康庄道交界，邻近红磡海底隧道及港铁东铁线红磡站" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_53431.html"
"53467";"九龙湾国际展贸中心6楼展贸厅3" ; "848" ; "香港" ; "中西区" ; "九龙湾展贸径1号 " ; "会展中心" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_53467.html"
"53468";"香港会议展览中心展览厅 5BC (博览道入口)" ; "848" ; "香港" ; "九龙城区" ; "九龙湾展贸径1号" ; "会展中心" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_53468.html"
"54010";"新圣地亚哥酒店" ; "848" ; "香港" ; "九龙城区" ; "香港九龙佐敦志和街1-5号" ; "酒店" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_54010.html"
"54232";"韩国首尔蚕室综合运动场 잠실 종합 운동장" ; "848" ; "香港" ; "中西区" ; "韩国首尔松坡区蚕室洞" ; "体育场馆" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_54232.html"
"54422";"香港大会堂剧院" ; "848" ; "香港" ; "中西区" ; "香港岛中环干诺道中爱丁堡广场5号香港大会堂2楼" ; "剧场/影院/娱乐休闲" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_54422.html"
"55118";"信德喷射飞航" ; "848" ; "香港" ; "九龙城区" ; "香港九龙尖沙咀广东道33号中港城中国客运码头一楼8B铺" ; "娱乐休闲" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55118.html"
"55124";"维多利亚港" ; "848" ; "香港" ; "湾仔区" ; "香港湾仔博览道东金紫荆广场侧游轮码头" ; "景区" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55124.html"
"55172";"香港九龙环球贸易广场" ; "848" ; "香港" ; "九龙城区" ; "香港九龙环球贸易广场" ; "广场" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55172.html"
"55176";"香港八达通卡" ; "848" ; "香港" ; "中西区" ; "香港" ; "娱乐休闲/其他" ; " 戏曲综艺" ; "1" ; "http://venue.damai.cn/venue_55176.html"
"55177";"马湾挪亚方舟主题公园" ; "848" ; "香港" ; "新界区" ; "香港新界马湾珀欣路33号" ; "景区/公园" ; " 戏曲综艺" ; "0" ; "http://venue.damai.cn/venue_55177.html"
"55195";"香港地铁通" ; "848" ; "香港" ; "新界区" ; "香港特别行政区" ; "娱乐休闲" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55195.html"
"55218";"昂坪360缆车海陆空全日通" ; "848" ; "香港" ; "新界区" ; "香港大屿山东涌达东路11号" ; "景区/娱乐休闲" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55218.html"
"55219";"旅程通电话卡" ; "848" ; "香港" ; "中西区" ; "香港" ; "娱乐休闲" ; " 未知" ; "1" ; "http://venue.damai.cn/venue_55219.html"
"55251";"昂坪市集昂坪膳坊" ; "848" ; "香港" ; "新界区" ; "香港大屿山昂坪360昂坪市集第3—4号铺" ; "娱乐休闲" ; " 魔术马戏" ; "0" ; "http://venue.damai.cn/venue_55251.html"
"55252";" 天星小轮维港日游" ; "848" ; "香港" ; "九龙城区" ; "香港九龙尖沙咀天星码头" ; "娱乐休闲" ; " 魔术马戏" ; "0" ; "http://venue.damai.cn/venue_55252.html"
"55379";"香港大球场" ; "848" ; "香港" ; "湾仔区" ; "香港湾仔区扫杆埔东院道55号" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_55379.html"
"55435";"香港长洲岛" ; "848" ; "香港" ; "离岛区" ; "香港岛之西南海域长洲岛" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55435.html"
"55436";"one2free上网卡" ; "848" ; "香港" ; "湾仔区" ; "香港" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55436.html"
"55456";"旺角亞皆老街24-26號東方大廈8/F" ; "848" ; "香港" ; "油尖旺区" ; "旺角亞皆老街24-26號東方大廈8/F" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55456.html"
"56325";"香港九龙湾宏照道" ; "848" ; "香港" ; "湾仔区" ; "香港九龙湾宏照道38号企业广场五期Megabox G20（地下20号铺）" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_56325.html"
"56703";"泰国电话卡" ; "848" ; "香港" ; "中西区" ; "泰国" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_56703.html"
"56754";"香港机场" ; "848" ; "香港" ; "新界区" ; "香港新界机场" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_56754.html"
"56759";"香港湾仔骆克道" ; "848" ; "香港" ; "湾仔区" ; "香港湾仔骆克道421-425号雅阁大厦地下至三楼" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_56759.html"
"56760";"港铁香港站F出口迪士尼售票处" ; "848" ; "香港" ; "新界区" ; "港铁香港站F出口迪士尼售票处" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_56760.html"
"56768";"广九直通车" ; "848" ; "香港" ; "九龙城区" ; "香港" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_56768.html"
"56835";"香港湾仔香港会议展览中心3号E展厅" ; "848" ; "香港" ; "湾仔区" ; "香港湾仔香港会议展览中心3号E展厅" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_56835.html"
"289";"河南省体育中心" ; "2148" ; "郑州" ; "惠济区" ; "惠济区长兴路38号(近三全路)" ; "体育场馆" ; " 演唱会/体育比赛" ; "1" ; "http://venue.damai.cn/venue_289.html"
"580";"中原大舞台(原中州影剧院)" ; "2148" ; "郑州" ; "中原区" ; "郑州市文化号2号" ; "剧场" ; " 话剧" ; "0" ; "http://venue.damai.cn/venue_580.html"
"630";"河南省体育馆" ; "2148" ; "郑州" ; "中原区" ; "金水路文化路向北500米路西" ; "体育场馆" ; " 体育比赛" ; "1" ; "http://venue.damai.cn/venue_630.html"
"755";"河南艺术中心" ; "2148" ; "郑州" ; "中原区" ; "郑州市郑东新区CBD1号（商务内环路与商务西郊街交叉口附近）" ; "剧场" ; " 话剧/歌剧/舞蹈芭蕾" ; "12" ; "http://venue.damai.cn/venue_755.html"
"942";"郑州国际会展中心" ; "2148" ; "郑州" ; "管城回族区" ; "中国郑州市郑东新区商务内环路中央公园1号" ; "会展中心" ; " 未知" ; "3" ; "http://venue.damai.cn/venue_942.html"
"1025";"河南电视台8号演播厅" ; "2148" ; "郑州" ; "金水区" ; "郑州市花园路与连霍高速交叉口路西" ; "剧场" ; " 音乐会" ; "1" ; "http://venue.damai.cn/venue_1025.html"
"1027";"登封待仙沟" ; "2148" ; "郑州" ; "登封市" ; "登封县距嵩山少林寺7公里的少室山待仙沟峡谷" ; "酒店/娱乐休闲" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1027.html"
"1028";"河南省人民会堂" ; "2148" ; "郑州" ; "金水区" ; "郑州市花园路一号(紫荆山公园对面) 花园路与金水路交叉口 " ; "多功能厅" ; " 音乐会" ; "2" ; "http://venue.damai.cn/venue_1028.html"
"1090";"航海体育场" ; "2148" ; "郑州" ; "管城回族区" ; "郑州市经济开发区朝凤路18号" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_1090.html"
"1184";"郑州国际会展中心阶梯座椅" ; "2148" ; "郑州" ; "新郑市" ; "中国郑州市郑东新区商务内环路中央公园1号" ; "会展中心/商业中心" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1184.html"
"1255";"中州小剧场" ; "2148" ; "郑州" ; "金水区" ; "郑州金水大道115号（中州国际饭店内）" ; "剧场" ; " 话剧/歌剧" ; "0" ; "http://venue.damai.cn/venue_1255.html"
"1256";"河南歌舞剧院小剧场" ; "2148" ; "郑州" ; "金水区" ; "郑州市北关大街64号" ; "剧场/娱乐休闲" ; " 话剧/歌剧/戏曲综艺/魔术马戏/舞蹈芭蕾" ; "0" ; "http://venue.damai.cn/venue_1256.html"
"1260";"奥斯卡德化电影城" ; "2148" ; "郑州" ; "金水区" ; "金水区德化街100号(二七广场德华步行街国际友谊商厦旁)" ; "影院/娱乐休闲" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1260.html"
"1439";"象剧场（原郑州艺术宫）" ; "2148" ; "郑州" ; "中原区" ; "建设西路186号" ; "未知" ; " 未知" ; "1" ; "http://venue.damai.cn/venue_1439.html"
"1540";"7 Live House " ; "2148" ; "郑州" ; "金水区" ; "文化路金水路交叉口东北角中州索克影城内二楼" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1540.html"
"1631";"郑州市体育馆" ; "2148" ; "郑州" ; "中原区" ; "郑州市人民路1号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1631.html"
"1640";"河南省京剧院" ; "2148" ; "郑州" ; "中原区" ; "郑州市纬一路9号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1640.html"
"52993";"河南汽车公园" ; "2148" ; "郑州" ; "金水区" ; "郑州市八一路附近" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_52993.html"
"52996";"郑州市豫剧院" ; "2148" ; "郑州" ; "管城回族区" ; "郑州" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_52996.html"
"53057";"郑州国旭社相声茶楼" ; "2148" ; "郑州" ; "管城回族区" ; "郑汴路于城东路交叉口向东100米" ; "娱乐休闲" ; " 戏曲综艺" ; "0" ; "http://venue.damai.cn/venue_53057.html"
"53085";"河南电视台9号演播厅" ; "2148" ; "郑州" ; "金水区" ; "河南省郑州市金水区徐寨路" ; "剧场" ; " 话剧/歌剧/儿童亲子" ; "0" ; "http://venue.damai.cn/venue_53085.html"
"53098";"国旭社相声俱乐部" ; "2148" ; "郑州" ; "管城回族区" ; "郑汴路与城东路交叉口向东100米" ; "娱乐休闲" ; " 戏曲综艺" ; "0" ; "http://venue.damai.cn/venue_53098.html"
"53260";"禅宗少林" ; "2148" ; "郑州" ; "登封市" ; "登封市西十公里的待仙沟" ; "其他" ; " 戏曲综艺" ; "1" ; "http://venue.damai.cn/venue_53260.html"
"53281";"登封市待仙沟" ; "2148" ; "郑州" ; "登封市" ; "河南郑州市登封市待仙沟" ; "剧场" ; " 音乐会/话剧/歌剧" ; "0" ; "http://venue.damai.cn/venue_53281.html"
"53536";"郑州德亿歌剧院" ; "2148" ; "郑州" ; "金水区" ; "郑州金水路德亿大酒店" ; "酒店" ; " 歌剧/戏曲综艺" ; "0" ; "http://venue.damai.cn/venue_53536.html"
"53558";"郑州拳皇武术俱乐部  " ; "2148" ; "郑州" ; "郑东新区" ; "郑东新区农业东路如意东路宝龙城市广场东南角拳皇俱乐部" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_53558.html"
"53655";"郑州奥斯卡大上海国际影城5号厅" ; "2148" ; "郑州" ; "中原区" ; "郑州东太康路24号大上海城六层" ; "影院" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_53655.html"
"53657";"郑州奥斯卡升龙国际影城1号厅" ; "2148" ; "郑州" ; "二七区" ; "郑州二七区大学路政通路交叉口向西100米路北升龙国际心A区2层2033 " ; "影院" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_53657.html"
"53659";"奥斯卡曼哈顿国际影城" ; "2148" ; "郑州" ; "金水区" ; "郑州市金水区金水路与未来路交叉口，曼哈顿广场F区18号楼3楼" ; "影院" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_53659.html"
"53692";"奥斯卡曼哈顿国际影城5号厅" ; "2148" ; "郑州" ; "金水区" ; "河南省郑州市金水区金水路与未来路交叉口，曼哈顿广场F区18号楼3楼" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_53692.html"
"53693";"奥斯卡曼哈顿国际影城7号厅" ; "2148" ; "郑州" ; "金水区" ; "河南省郑州市金水区金水路与未来路交叉口，曼哈顿广场F区18号楼3楼" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_53693.html"
"53696";"郑州奥斯卡大世界影城5号厅" ; "2148" ; "郑州" ; "金水区" ; "河南省郑州市农业路8号" ; "影院" ; " 戏曲综艺" ; "0" ; "http://venue.damai.cn/venue_53696.html"
"53706";"郑州市老郑大体育馆" ; "2148" ; "郑州" ; "二七区" ; "中原路与大学路交叉口郑州大学院内" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_53706.html"
"53735";"河南德乐相声社" ; "2148" ; "郑州" ; "金水区" ; "黄河路经八路向北五十米路西。" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_53735.html"
"53821";"登封禅武大酒店演武厅" ; "2148" ; "郑州" ; "登封市" ; "登封市大禹路西段鹅坡岭" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_53821.html"
"53871";"河南艺术中心小剧场" ; "2148" ; "郑州" ; "郑东新区" ; "郑州市郑东新区CBD1号（商务内环路与商务西郊街交叉口附近）" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_53871.html"
"53892";"郑州市青少年宫" ; "2148" ; "郑州" ; "中原区" ; "郑州市中原路嵩山路交叉口向东200米路北" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_53892.html"
"53966";"河南省体育中心体育场" ; "2148" ; "郑州" ; "惠济区" ; "惠济区长兴路38号(近三全路)" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_53966.html"
"54310";"中州大学体育馆" ; "2148" ; "郑州" ; "惠济区" ; "郑州市惠济区英才街6号" ; "体育场馆" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_54310.html"
"54329";"郑州国际会展中心轩辕堂" ; "2148" ; "郑州" ; "郑东新区" ; "郑州市郑东新区商务内环路中央公园1号" ; "会展中心" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_54329.html"
"54356";"英协剧院" ; "2148" ; "郑州" ; "管城回族区" ; "河南省郑州市英协路与凤鸣路交叉口向北30米路东" ; "剧场" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_54356.html"
"54443";"郑州金沙湖国际高尔夫球会 " ; "2148" ; "郑州" ; "中原区" ; "郑州市经济技术开发区第八大街金沙路1号 " ; "体育场馆" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_54443.html"
"54485";"郑州大学中心体育馆" ; "2148" ; "郑州" ; "高新区" ; "郑州市科学大道100号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_54485.html"
"54683";"河南工程学院（龙湖校区）篮球馆" ; "2148" ; "郑州" ; "新郑市" ; "河南省郑州市新郑龙湖镇文昌路（中山北路1号）" ; "体育场馆" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_54683.html"
"54692";"河南艺术中心音乐厅" ; "2148" ; "郑州" ; "郑东新区" ; "郑州市郑东新区CBD1号" ; "音乐厅" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_54692.html"
"54998";"郑州国际会展中心会议中心" ; "2148" ; "郑州" ; "郑东新区" ; "郑州市郑东新区商务内环路中央公园1号" ; "会展中心" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_54998.html"
"55127";"河南省体育中心游泳跳水馆" ; "2148" ; "郑州" ; "惠济区" ; "河南省郑州市惠济区长兴路38号(近三全路)" ; "体育场馆" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55127.html"
"55248";"河南省体育馆秀台草坪剧场" ; "2148" ; "郑州" ; "金水区" ; "郑州市金水区健康路99号河南省体育馆" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55248.html"
"55266";"德亿东北风剧场" ; "2148" ; "郑州" ; "金水区" ; "郑州市金水区金水路东段机场路9号德亿大酒店4楼" ; "剧场" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55266.html"
"55342";"中原福塔文化广场" ; "2148" ; "郑州" ; "管城回族区" ; "郑州市航海东路与机场高速交汇处" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55342.html"
"55359";"郑州铁路文化宫" ; "2148" ; "郑州" ; "二七区" ; "郑州市二七区陇海中路136号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55359.html"
"56326";"恒大金碧天下" ; "2148" ; "郑州" ; "惠济区" ; "平原新区黄河大道1号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_56326.html"
"56468";"郑州光华大酒店" ; "2148" ; "郑州" ; "高新区" ; "郑州高新技术产业开发区瑞达路68号（与合欢街交叉口）" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_56468.html"
"56616";"中原影视城" ; "2148" ; "郑州" ; "荥阳市" ; "郑州荥阳市广武镇樊河村江南春温泉北" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_56616.html"
"56650";"河南博物院多功能厅" ; "2148" ; "郑州" ; "金水区" ; "河南省郑州市金水区农业路经五路交叉口" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_56650.html"
"56729";"绿源山水景区" ; "2148" ; "郑州" ; "惠济区" ; "郑州市天河路与黄河大堤交叉口向西3.6公里" ; "景区" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_56729.html"
"56766";"郑州国际会展中心大河厅" ; "2148" ; "郑州" ; "郑东新区" ; "中国郑州市郑东新区商务内环路中央公园1号" ; "会展中心/多功能厅" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_56766.html"
"56858";"黄帝故里" ; "2148" ; "郑州" ; "新郑市" ; "河南省新郑市区轩辕路1号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_56858.html"
"57064";"郑州华润万象城" ; "2148" ; "郑州" ; "金水区" ; "郑州市民主路10号郑州华润万象城" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57064.html"
"57155";"郑州市航海体育场—足球场" ; "2148" ; "郑州" ; "管城回族区" ; "郑州市经济开发区航海路以南" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57155.html"
"57221";"郑州中原国际博览中心" ; "2148" ; "郑州" ; "管城回族区" ; "郑州市郑汴路未来路交叉口东北角" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57221.html"
"57235";"禧仔亲子剧场（原河南省儿童影剧院）" ; "2148" ; "郑州" ; "管城回族区" ; "郑州市优胜北路1号河南省豫剧二团商务楼一楼" ; "影院" ; " 未知" ; "2" ; "http://venue.damai.cn/venue_57235.html"
"57336";"裕达国贸酒店五楼莲花厅" ; "2148" ; "郑州" ; "中原区" ; "中原区中原路220号与嵩山路交汇处" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57336.html"
"57450";"郑州上街机场" ; "2148" ; "郑州" ; "上街区" ; "郑州市上街区秀山路北段" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57450.html"
"57456";"荥阳文博中心" ; "2148" ; "郑州" ; "荥阳市" ; "荥阳新区紫薇路与荥泽路交叉口东北侧" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57456.html"
"57600";"荥阳市体育中心" ; "2148" ; "郑州" ; "荥阳市" ; "郑州市荥阳市郑上路京城路交叉口" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_57600.html"
"57661";"郑州市宝龙城市广场A区2楼" ; "2148" ; "郑州" ; "郑东新区" ; "郑州市宝龙城市广场A区2楼" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57661.html"
"57763";"郑州建业艾美酒店 " ; "2148" ; "郑州" ; "金水区" ; "金水区中州大道1188号与郑汴路交汇(近国际会展中心)" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57763.html"
"57806";"河南省老干部活动中心演播厅" ; "2148" ; "郑州" ; "郑东新区" ; "郑东新区众意西路与地坤街交叉口" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57806.html"
"57959";"恐怖疯人院" ; "2148" ; "郑州" ; "金水区" ; "河南省郑州市金水区东风路信息学院路北300米路西" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57959.html"
"57999";"民主路3号北京华联5楼(近直达电梯位于民主路)   " ; "2148" ; "郑州" ; "二七区" ; "郑州市二七区民主路3号北京华联5楼(近直达电梯位于民主路)   " ; "未知" ; " 未知" ; "1" ; "http://venue.damai.cn/venue_57999.html"
"58013";"郑州铁路局体育活动中心体育馆" ; "2148" ; "郑州" ; "二七区" ; "郑州市二七区火车头体育场院内北楼1层" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58013.html"
